duration,duration_seconds,start_time,start_station,start_terminal,end_time,end_station,end_terminal,bike_number,rider_type,id
0h 7m 55sec.,475.0,2012-01-01 00:04:00,7th & R St NW / Shaw Library,31245.0,2012-01-01 00:11:00,7th & T St NW,31109.0,W01412,Registered,1
0h 19m 22sec.,1162.0,2012-01-01 00:10:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-01 00:29:00,16th & Harvard St NW,31103.0,W00524,Casual,2
0h 19m 5sec.,1145.0,2012-01-01 00:10:00,Georgia & New Hampshire Ave NW,31400.0,2012-01-01 00:29:00,16th & Harvard St NW,31103.0,W00235,Registered,3
0h 8m 5sec.,485.0,2012-01-01 00:15:00,14th & V St NW,31101.0,2012-01-01 00:23:00,Park Rd & Holmead Pl NW,31602.0,W00864,Registered,4
0h 7m 51sec.,471.0,2012-01-01 00:15:00,11th & Kenyon St NW,31102.0,2012-01-01 00:23:00,7th & T St NW,31109.0,W00995,Registered,5
0h 5m 58sec.,358.0,2012-01-01 00:17:00,Court House Metro / Wilson Blvd & N Uhle St,31017.0,2012-01-01 00:23:00,Lynn & 19th St North,31014.0,W00466,Registered,6
0h 29m 14sec.,1754.0,2012-01-01 00:18:00,37th & O St NW / Georgetown University,31236.0,2012-01-01 00:47:00,9th & Upshur St NW,31404.0,W00525,Registered,7
0h 4m 19sec.,259.0,2012-01-01 00:22:00,14th & V St NW,31101.0,2012-01-01 00:27:00,15th & P St NW,31201.0,W00340,Registered,8
0h 8m 36sec.,516.0,2012-01-01 00:24:00,Lynn & 19th St North,31014.0,2012-01-01 00:33:00,25th St & Pennsylvania Ave NW,31237.0,W00466,Registered,9
0h 15m 13sec.,913.0,2012-01-01 00:25:00,14th & V St NW,31101.0,2012-01-01 00:40:00,L'Enfant Plaza / 7th & C St SW,31218.0,W00963,Registered,10
0h 18m 17sec.,1097.0,2012-01-01 00:29:00,Tenleytown / Wisconsin Ave & Albemarle St NW,31303.0,2012-01-01 00:48:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01398,Registered,11
0h 8m 10sec.,490.0,2012-01-01 00:30:00,New York Ave & 15th St NW,31222.0,2012-01-01 00:38:00,21st & I St NW,31205.0,W00042,Registered,12
0h 17m 25sec.,1045.0,2012-01-01 00:32:00,Metro Center / 12th & G St NW,31230.0,2012-01-01 00:50:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00570,Registered,13
0h 17m 15sec.,1035.0,2012-01-01 00:32:00,Lamont & Mt Pleasant NW,31107.0,2012-01-01 00:50:00,14th & Rhode Island Ave NW,31203.0,W01463,Registered,14
0h 17m 40sec.,1060.0,2012-01-01 00:33:00,Lamont & Mt Pleasant NW,31107.0,2012-01-01 00:50:00,14th & Rhode Island Ave NW,31203.0,W00535,Registered,15
0h 17m 19sec.,1039.0,2012-01-01 00:33:00,Metro Center / 12th & G St NW,31230.0,2012-01-01 00:50:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00494,Registered,16
0h 7m 23sec.,443.0,2012-01-01 00:33:00,25th St & Pennsylvania Ave NW,31237.0,2012-01-01 00:41:00,New York Ave & 15th St NW,31222.0,W00466,Registered,17
0h 5m 16sec.,316.0,2012-01-01 00:33:00,7th & T St NW,31109.0,2012-01-01 00:39:00,Convention Center / 7th & M St NW,31223.0,W00663,Registered,18
0h 8m 26sec.,506.0,2012-01-01 00:34:00,14th & Rhode Island Ave NW,31203.0,2012-01-01 00:42:00,14th & V St NW,31101.0,W01052,Registered,19
0h 15m 56sec.,956.0,2012-01-01 00:36:00,17th & Corcoran St NW,31214.0,2012-01-01 00:52:00,17th & Corcoran St NW,31214.0,W00174,Registered,20
0h 4m 4sec.,244.0,2012-01-01 00:37:00,17th & Corcoran St NW,31214.0,2012-01-01 00:41:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01298,Registered,21
0h 5m 19sec.,319.0,2012-01-01 00:39:00,McPherson Square - 14th & H St NW,31216.0,2012-01-01 00:44:00,8th & H St NW,31228.0,W01333,Registered,22
0h 2m 37sec.,157.0,2012-01-01 00:39:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-01 00:42:00,Potomac & Pennsylvania Ave SE,31606.0,W00697,Registered,23
0h 8m 31sec.,511.0,2012-01-01 00:41:00,4th & E St SW,31244.0,2012-01-01 00:49:00,5th & F St NW,31620.0,W00260,Registered,24
0h 3m 19sec.,199.0,2012-01-01 00:45:00,18th & M St NW,31221.0,2012-01-01 00:48:00,19th St & Pennsylvania Ave NW,31100.0,W00658,Registered,25
0h 8m 19sec.,499.0,2012-01-01 00:45:00,15th & P St NW,31201.0,2012-01-01 00:54:00,16th & U St NW,31229.0,W00996,Registered,26
0h 7m 40sec.,460.0,2012-01-01 00:46:00,15th & P St NW,31201.0,2012-01-01 00:53:00,16th & U St NW,31229.0,W00790,Registered,27
0h 15m 31sec.,931.0,2012-01-01 00:48:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 01:04:00,4th St & Massachusetts Ave NW,31604.0,W01213,Registered,28
0h 6m 38sec.,398.0,2012-01-01 00:49:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 00:55:00,Columbia Rd & Belmont St NW,31113.0,W00981,Registered,29
0h 9m 18sec.,558.0,2012-01-01 00:49:00,17th & Corcoran St NW,31214.0,2012-01-01 00:59:00,16th & Harvard St NW,31103.0,W01270,Registered,30
0h 10m 6sec.,606.0,2012-01-01 00:49:00,17th & Corcoran St NW,31214.0,2012-01-01 01:00:00,16th & Harvard St NW,31103.0,W01465,Registered,31
0h 2m 24sec.,144.0,2012-01-01 00:50:00,19th St & Pennsylvania Ave NW,31100.0,2012-01-01 00:53:00,21st & I St NW,31205.0,W00658,Registered,32
0h 14m 46sec.,886.0,2012-01-01 00:52:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 01:07:00,C & O Canal & Wisconsin Ave NW,31225.0,W00936,Casual,33
0h 4m 1sec.,241.0,2012-01-01 00:53:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-01 00:57:00,14th & D St SE,31607.0,W00007,Registered,34
0h 7m 48sec.,468.0,2012-01-01 00:53:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-01 01:01:00,13th & D St NE,31622.0,W00880,Registered,35
0h 7m 40sec.,460.0,2012-01-01 00:54:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-01 01:01:00,13th & D St NE,31622.0,W00232,Registered,36
0h 7m 18sec.,438.0,2012-01-01 00:54:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-01 01:01:00,13th & D St NE,31622.0,W00539,Registered,37
0h 7m 24sec.,444.0,2012-01-01 00:54:00,Potomac & Pennsylvania Ave SE,31606.0,2012-01-01 01:01:00,13th & D St NE,31622.0,W01108,Registered,38
0h 3m 18sec.,198.0,2012-01-01 00:55:00,L'Enfant Plaza / 7th & C St SW,31218.0,2012-01-01 00:58:00,4th & E St SW,31244.0,W00326,Casual,39
0h 2m 59sec.,179.0,2012-01-01 00:55:00,L'Enfant Plaza / 7th & C St SW,31218.0,2012-01-01 00:58:00,4th & E St SW,31244.0,W01111,Registered,40
0h 6m 18sec.,378.0,2012-01-01 00:55:00,20th & Crystal Dr,31002.0,2012-01-01 01:02:00,20th & Crystal Dr,31002.0,W00333,Casual,41
0h 5m 5sec.,305.0,2012-01-01 00:56:00,20th & Crystal Dr,31002.0,2012-01-01 01:01:00,20th & Crystal Dr,31002.0,W01257,Casual,42
0h 13m 37sec.,817.0,2012-01-01 00:57:00,10th & U St NW,31111.0,2012-01-01 01:11:00,21st & M St NW,31212.0,W00913,Registered,43
0h 1m 47sec.,107.0,2012-01-01 00:57:00,5th St & K St NW,31600.0,2012-01-01 00:59:00,4th St & Massachusetts Ave NW,31604.0,W00713,Registered,44
0h 8m 14sec.,494.0,2012-01-01 00:58:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 01:06:00,17th & Corcoran St NW,31214.0,W00954,Registered,45
0h 20m 6sec.,1206.0,2012-01-01 00:58:00,17th & Corcoran St NW,31214.0,2012-01-01 01:18:00,4th & M St SW,31108.0,W00174,Registered,46
0h 14m 5sec.,845.0,2012-01-01 00:59:00,California St & Florida Ave NW,31116.0,2012-01-01 01:13:00,7th & T St NW,31109.0,W00147,Registered,47
0h 6m 50sec.,410.0,2012-01-01 00:59:00,14th & V St NW,31101.0,2012-01-01 01:06:00,Columbia Rd & Belmont St NW,31113.0,W01130,Registered,48
0h 1m 54sec.,114.0,2012-01-01 01:02:00,Park Rd & Holmead Pl NW,31602.0,2012-01-01 01:04:00,11th & Kenyon St NW,31102.0,W00375,Registered,49
0h 18m 44sec.,1124.0,2012-01-01 01:04:00,4th St & Massachusetts Ave NW,31604.0,2012-01-01 01:23:00,15th St & Massachusetts Ave SE,31626.0,W01213,Registered,50
0h 16m 53sec.,1013.0,2012-01-01 01:05:00,13th & H St NE,31611.0,2012-01-01 01:22:00,10th & U St NW,31111.0,W00933,Registered,51
0h 6m 0sec.,360.0,2012-01-01 01:08:00,Columbus Circle / Union Station,31623.0,2012-01-01 01:14:00,11th & H St NE,31614.0,W00021,Registered,52
0h 2m 40sec.,160.0,2012-01-01 01:08:00,18th & Bell St,31007.0,2012-01-01 01:11:00,23rd & Eads,31013.0,W00704,Registered,53
0h 9m 2sec.,542.0,2012-01-01 01:09:00,Eastern Market Metro / Pennsylvania Ave & 7th St SE,31613.0,2012-01-01 01:18:00,Bladensburg Rd & Benning Rd NE,31617.0,W00785,Registered,54
0h 25m 12sec.,1512.0,2012-01-01 01:09:00,Van Ness Metro / UDC,31300.0,2012-01-01 01:34:00,Thomas Circle,31241.0,W00186,Registered,55
0h 7m 28sec.,448.0,2012-01-01 01:11:00,14th & Rhode Island Ave NW,31203.0,2012-01-01 01:18:00,Convention Center / 7th & M St NW,31223.0,W00851,Registered,56
0h 11m 3sec.,663.0,2012-01-01 01:12:00,7th & T St NW,31109.0,2012-01-01 01:23:00,1st & M St NE,31603.0,W01195,Registered,57
0h 4m 27sec.,267.0,2012-01-01 01:12:00,15th & P St NW,31201.0,2012-01-01 01:17:00,14th & V St NW,31101.0,W00602,Registered,58
0h 7m 37sec.,457.0,2012-01-01 01:12:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,2012-01-01 01:20:00,20th St & Florida Ave NW,31110.0,W00456,Registered,59
0h 15m 52sec.,952.0,2012-01-01 01:13:00,1st & M St NE,31603.0,2012-01-01 01:29:00,8th & H St NW,31228.0,W01084,Casual,60
0h 20m 12sec.,1212.0,2012-01-01 01:14:00,15th & P St NW,31201.0,2012-01-01 01:34:00,7th & Water St SW / SW Waterfront,31609.0,W00340,Casual,61
0h 15m 22sec.,922.0,2012-01-01 01:14:00,1st & M St NE,31603.0,2012-01-01 01:29:00,8th & H St NW,31228.0,W00353,Casual,62
0h 19m 45sec.,1185.0,2012-01-01 01:14:00,15th & P St NW,31201.0,2012-01-01 01:34:00,7th & Water St SW / SW Waterfront,31609.0,W00929,Registered,63
0h 9m 50sec.,590.0,2012-01-01 01:15:00,11th & Kenyon St NW,31102.0,2012-01-01 01:25:00,17th & Corcoran St NW,31214.0,W00451,Registered,64
0h 2m 13sec.,133.0,2012-01-01 01:15:00,Connecticut Ave & Newark St NW / Cleveland Park,31305.0,2012-01-01 01:17:00,3000 Connecticut Ave NW / National Zoo,31307.0,W00148,Registered,65
0h 2m 13sec.,133.0,2012-01-01 01:16:00,16th & Harvard St NW,31103.0,2012-01-01 01:18:00,14th & Harvard St NW,31105.0,W00524,Registered,66
11h 30m 27sec.,41427.0,2012-01-01 01:16:00,20th & Crystal Dr,31002.0,2012-01-01 12:46:00,20th & Crystal Dr,31002.0,W00551,Casual,67
0h 3m 48sec.,228.0,2012-01-01 01:16:00,Adams Mill & Columbia Rd NW,31104.0,2012-01-01 01:20:00,Calvert St & Woodley Pl NW,31106.0,w00527,Registered,68
0h 20m 2sec.,1202.0,2012-01-01 01:16:00,20th & Crystal Dr,31002.0,2012-01-01 01:36:00,20th & Crystal Dr,31002.0,W00333,Casual,69
0h 5m 18sec.,318.0,2012-01-01 01:17:00,Lamont & Mt Pleasant NW,31107.0,2012-01-01 01:22:00,14th & Harvard St NW,31105.0,W01238,Registered,70
0h 21m 8sec.,1268.0,2012-01-01 01:18:00,Columbia Rd & Belmont St NW,31113.0,2012-01-01 01:39:00,20th St & Florida Ave NW,31110.0,W00981,Registered,71
0h 11m 35sec.,695.0,2012-01-01 01:19:00,Massachusetts Ave & Dupont Circle NW,31200.0,2012-01-01 01:30:00,14th & Harvard St NW,31105.0,W00731,Registered,72
0h 5m 54sec.,354.0,2012-01-01 01:19:00,16th & Harvard St NW,31103.0,2012-01-01 01:25:00,14th St & Spring Rd NW,31401.0,W01465,Registered,73
0h 10m 14sec.,614.0,2012-01-01 01:20:00,California St & Florida Ave NW,31116.0,2012-01-01 01:31:00,14th & Rhode Island Ave NW,31203.0,W01236,Registered,74
0h 9m 30sec.,570.0,2012-01-01 01:21:00,California St & Florida Ave NW,31116.0,2012-01-01 01:31:00,14th & Rhode Island Ave NW,31203.0,W00208,Registered,75
0h 7m 5sec.,425.0,2012-01-01 01:22:00,20th St & Florida Ave NW,31110.0,2012-01-01 01:29:00,California St & Florida Ave NW,31116.0,W00823,Registered,76
0h 22m 58sec.,1378.0,2012-01-01 01:23:00,17th & K St NW / Farragut Square,31233.0,2012-01-01 01:46:00,15th & P St NW,31201.0,W00728,Registered,77
0h 10m 37sec.,637.0,2012-01-01 01:24:00,3000 Connecticut Ave NW / National Zoo,31307.0,2012-01-01 01:34:00,Adams Mill & Columbia Rd NW,31104.0,W00148,Registered,78
0h 6m 50sec.,410.0,2012-01-01 01:24:00,17th & Corcoran St NW,31214.0,2012-01-01 01:31:00,20th St & Florida Ave NW,31110.0,W00452,Registered,79
0h 2m 53sec.,173.0,2012-01-01 01:24:00,18th & Bell St,31007.0,2012-01-01 01:27:00,23rd & Crystal Dr,31011.0,W01265,Registered,80
0h 18m 50sec.,1130.0,2012-01-01 01:25:00,10th & U St NW,31111.0,2012-01-01 01:43:00,4th & M St SW,31108.0,W00911,Registered,81
0h 2m 22sec.,142.0,2012-01-01 01:25:00,15th & P St NW,31201.0,2012-01-01 01:28:00,17th & Corcoran St NW,31214.0,W00305,Registered,82
0h 9m 46sec.,586.0,2012-01-01 01:29:00,36th & Calvert St NW / Glover Park,31304.0,2012-01-01 01:38:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00302,Registered,83
0h 9m 7sec.,547.0,2012-01-01 01:30:00,Convention Center / 7th & M St NW,31223.0,2012-01-01 01:39:00,14th & V St NW,31101.0,W00289,Registered,84
0h 8m 26sec.,506.0,2012-01-01 01:30:00,Convention Center / 7th & M St NW,31223.0,2012-01-01 01:39:00,14th & V St NW,31101.0,W01233,Registered,85
0h 9m 32sec.,572.0,2012-01-01 01:31:00,14th & Harvard St NW,31105.0,2012-01-01 01:40:00,14th St Heights / 14th & Crittenden St NW,31402.0,W00731,Registered,86
0h 7m 30sec.,450.0,2012-01-01 01:31:00,14th & R St NW,31202.0,2012-01-01 01:39:00,Massachusetts Ave & Dupont Circle NW,31200.0,W00987,Registered,87
0h 7m 5sec.,425.0,2012-01-01 01:32:00,14th & R St NW,31202.0,2012-01-01 01:39:00,Massachusetts Ave & Dupont Circle NW,31200.0,W01284,Registered,88
0h 6m 46sec.,406.0,2012-01-01 01:32:00,14th & V St NW,31101.0,2012-01-01 01:39:00,Convention Center / 7th & M St NW,31223.0,W00519,Registered,89
0h 20m 26sec.,1226.0,2012-01-01 01:32:00,Thomas Circle,31241.0,2012-01-01 01:53:00,Eckington Pl & Q St NE,31505.0,W00137,Registered,90
0h 9m 3sec.,543.0,2012-01-01 01:33:00,Columbus Circle / Union Station,31623.0,2012-01-01 01:42:00,13th & D St NE,31622.0,W00870,Casual,91
0h 5m 57sec.,357.0,2012-01-01 01:34:00,Lamont & Mt Pleasant NW,31107.0,2012-01-01 01:40:00,Calvert St & Woodley Pl NW,31106.0,W01193,Registered,92
0h 19m 10sec.,1150.0,2012-01-01 01:34:00,Thomas Circle,31241.0,2012-01-01 01:53:00,Eckington Pl & Q St NE,31505.0,W00596,Casual,93
0h 7m 57sec.,477.0,2012-01-01 01:34:00,Columbus Circle / Union Station,31623.0,2012-01-01 01:42:00,13th & D St NE,31622.0,W00863,Casual,94
0h 27m 31sec.,1651.0,2012-01-01 01:34:00,21st & I St NW,31205.0,2012-01-01 02:02:00,7th & T St NW,31109.0,W00042,Casual,95
0h 10m 40sec.,640.0,2012-01-01 01:35:00,4th & East Capitol St NE,31618.0,2012-01-01 01:45:00,Potomac & Pennsylvania Ave SE,31606.0,W00974,Registered,96
0h 16m 45sec.,1005.0,2012-01-01 01:35:00,Thomas Circle,31241.0,2012-01-01 01:52:00,4th & East Capitol St NE,31618.0,W00487,Registered,97
0h 7m 36sec.,456.0,2012-01-01 01:36:00,17th & Rhode Island Ave NW,31239.0,2012-01-01 01:43:00,21st & I St NW,31205.0,W00627,Registered,98
0h 2m 50sec.,170.0,2012-01-01 01:36:00,15th & P St NW,31201.0,2012-01-01 01:39:00,17th & Corcoran St NW,31214.0,W01300,Registered,99
0h 25m 14sec.,1514.0,2012-01-01 01:37:00,21st & I St NW,31205.0,2012-01-01 02:02:00,7th & T St NW,31109.0,W00582,Casual,100
